unit,coico,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 
CLV05_MNAC,C083,UK	19120.9 	18715.0 	17915.1 	17945.7 	17451.7 	17801.1 	18070.8 	17702.8 	18271.9 	17376.6 	16494.2 	16421.0 	15149.4 	13852.7 	12899.9 	12600.5 	10792.2 	9024.7 	7923.6 	7176.6 	6484.2 	6118.1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,AT	0 	2169.8 	2217.4 	2466.2 	2663.6 	2691.1 	2708.9 	2996.8 	3104.4 	3081.1 	3055.4 	3215.0 	2905.3 	2720.2 	2486.3 	2326.6 	2207.5 	1822.1 	1513.5 	1278.2 	1179.7 	1124.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,BE	0 	4535.6 	4646.5 	4591.6 	4461.6 	4038.0 	4071.8 	3919.3 	3759.1 	3712.4 	3571.6 	3626.0 	3572.9 	3496.0 	3154.0 	2820.4 	2391.0 	2125.4 	1808.6 	1622.1 	1505.4 	1489.6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,BG	0 	1326.5 	1277.5 	1221.3 	1255.0 	1166.7 	1144.7 	1110.5 	1045.5 	769.6 	576.7 	467.2 	439.3 	445.7 	422.7 	385.4 	393.8 	356.0 	315.1 	309.7 	307.9 	214.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,CY	0 	398.0 	387.4 	401.0 	412.8 	418.3 	402.4 	377.5 	379.2 	342.4 	328.6 	304.3 	304.3 	296.5 	230.0 	214.2 	190.6 	153.7 	118.0 	102.3 	90.5 	78.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,CZ	0 	2883.1 	2817.8 	2557.8 	2222.2 	2218.9 	2212.2 	2221.8 	2089.1 	2006.0 	1934.3 	1773.7 	1867.4 	1831.7 	1582.6 	1331.9 	1099.3 	1011.6 	1015.2 	1102.5 	1148.1 	1048.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,DE	0 	37485.4 	35931.9 	35072.0 	35161.5 	33214.8 	31965.0 	30932.5 	29976.8 	29548.5 	29644.3 	28544.8 	27371.6 	25827.7 	25156.5 	24891.2 	19616.9 	15531.8 	12981.0 	12172.3 	10443.0 	10350.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,DK	0 	2877.4 	2412.8 	2058.7 	2173.8 	1987.2 	1978.0 	1850.1 	1996.6 	1822.9 	1585.0 	1551.8 	1558.1 	1413.3 	1191.0 	1144.4 	1052.3 	975.1 	894.3 	846.3 	750.2 	726.7 	722.8 	666.0 	669.6 	599.4 	584.1 	604.2 	573.4 	557.5 	543.6 	511.7 	479.2 	437.6 	444.2 	434.9 	409.0 	389.0 	359.1 	339.2 	310.6 	278.0 
CLV10_MEUR,C083,EE	0 	354.0 	353.3 	325.4 	286.8 	273.0 	264.5 	280.4 	297.8 	194.2 	175.7 	149.9 	134.1 	120.2 	105.5 	102.0 	81.6 	69.7 	68.3 	63.0 	60.2 	44.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,EL	0 	5864.5 	5955.5 	6271.6 	5500.4 	6150.2 	7207.2 	7420.4 	6245.5 	5650.8 	5492.4 	4221.8 	3780.9 	3737.7 	3908.1 	3314.0 	2704.4 	2354.9 	1610.0 	1407.3 	998.7 	852.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,ES	0 	16906.0 	16740.0 	16649.0 	16999.0 	17436.0 	17208.0 	16963.0 	16805.0 	15684.0 	14342.0 	13158.0 	11963.0 	10534.0 	10345.0 	9122.0 	7654.0 	6531.0 	5715.0 	4963.0 	4460.0 	3865.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,FI	0 	2244.0 	2192.0 	2189.0 	2108.0 	2180.0 	2084.0 	1909.0 	2025.0 	1904.0 	1931.0 	1807.0 	1838.0 	1611.0 	1558.0 	1505.0 	1361.0 	1187.0 	978.0 	797.0 	614.0 	488.0 	461.0 	457.0 	450.0 	436.0 	426.0 	391.0 	355.0 	317.0 	281.0 	260.0 	240.0 	230.0 	208.0 	192.0 	173.0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,FR	39191.0 	38764.0 	38435.0 	37696.0 	33964.0 	31329.0 	30484.0 	28782.0 	27533.0 	26223.0 	24713.0 	23072.0 	21746.0 	20630.0 	19194.0 	16506.0 	13925.0 	10820.0 	8634.0 	7461.0 	7138.0 	6770.0 	6505.0 	6252.0 	5977.0 	5726.0 	5430.0 	5049.0 	4708.0 	4456.0 	4164.0 	4056.0 	3866.0 	3653.0 	3355.0 	3066.0 	2618.0 	2233.0 	1844.0 	1599.0 	1298.0 	998.0 
CLV10_MEUR,C083,HU	0 	2010.6 	1947.0 	1924.1 	1915.8 	1926.5 	1888.8 	1782.6 	1944.5 	1819.3 	1778.4 	1712.8 	1542.7 	1535.9 	1534.3 	1359.0 	1166.7 	1038.1 	947.6 	830.4 	695.7 	558.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,IS	116.1 	114.3 	113.8 	109.8 	106.0 	96.6 	105.7 	114.5 	128.2 	116.2 	102.4 	102.7 	101.8 	98.1 	90.7 	79.8 	69.1 	54.1 	29.0 	14.9 	14.1 b	13.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,IT	0 	18018.3 	18721.6 	19336.8 	20131.6 	20734.4 	21329.6 	21246.7 	21550.7 	21586.6 	19718.2 	18972.4 	18493.3 	17891.5 	17072.1 	15773.2 	14127.5 	12591.0 	10811.0 	9823.2 	9074.7 	8193.4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,LT	0 	656.6 	631.0 	596.6 	526.4 	439.7 	422.0 	414.4 	330.4 	270.1 	225.4 	207.8 	200.7 	201.1 	189.9 	183.3 	159.7 	140.8 	141.5 	129.8 	68.8 	63.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,LU	0 	283.1 	261.7 	253.8 	256.4 	231.8 	219.6 	197.8 	175.0 	163.0 	152.6 	139.0 	125.8 	113.1 	100.8 	89.0 	77.5 	69.6 	57.6 	53.0 	50.0 	49.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,LV	0 	499.2 	487.8 	497.6 	418.0 	372.4 	363.1 	363.9 	377.5 	349.0 	278.5 	194.9 	167.7 	128.2 	89.6 	65.4 	56.2 	57.1 	41.5 	34.6 	52.1 	67.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,MT	263.0 	243.4 	206.3 	186.8 	168.3 	154.7 	135.5 	120.4 	122.8 	123.3 	111.0 	109.6 	124.5 	139.3 	135.8 	132.0 	135.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,NL	0 	8328.0 	8248.0 	8038.0 	8018.0 	8176.0 	8378.0 	8770.0 	9299.0 	9461.0 	9306.0 	9086.0 	8743.0 	8757.0 	8514.0 	7753.0 	6399.0 	5191.0 	3822.0 	2917.0 	2460.0 	2236.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,NO	0 	0 	2820.8 	2856.4 	2990.4 	2936.3 	2920.7 	2815.8 	2516.3 	2345.3 	2245.6 	2113.2 	2013.1 	1647.7 	1503.5 	1476.5 	1305.5 	1139.7 	820.7 	659.4 	623.0 	539.5 	440.9 	411.3 	329.9 	357.3 	304.5 	343.7 	316.0 	250.8 	255.2 	215.0 	194.0 	177.1 	154.7 	148.0 	134.6 	132.0 	117.9 	109.7 	105.4 	96.0 
CLV10_MEUR,C083,L	0 	6404.5 	6622.8 	6678.3 	6206.0 	6555.4 	6359.9 	5982.1 	5727.8 	5236.1 	5036.8 	4946.4 	4512.4 	4253.7 	4032.0 	3718.0 	3288.6 	3039.2 	2171.9 	1473.6 	1345.0 	1247.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,T	0 	2949.1 	2860.6 	3095.2 	3355.6 	3473.8 	3391.7 	3261.7 	3293.5 	3124.8 	3016.9 	2911.7 	2857.8 	2662.5 	2586.1 	2381.9 	1905.8 	1666.2 	1505.8 	1379.5 	1255.4 	1219.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,RO	0 	3702.4 	3387.7 	3254.2 	3207.9 	2846.3 	3661.3 	1617.3 	1058.9 	1027.8 	819.5 	746.1 	705.9 	856.1 	755.8 	668.0 	610.8 	529.0 	515.7 	769.0 	712.7 	679.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,RS	0 	965.7 	939.7 	925.5 	893.4 	896.2 	842.3 	824.6 	807.0 	713.2 	552.7 	474.3 	426.8 	355.4 	287.5 	254.5 	257.6 	183.5 	210.0 	202.9 	186.5 	177.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,SE	0 	5355.6 	5102.6 	4922.5 	4840.8 	4988.4 	4901.8 	4543.8 	4232.4 	4066.0 	3767.2 	3551.5 	3384.5 	3132.9 	2871.6 	2572.6 	2161.0 	1896.0 	1748.3 	1518.2 	1342.0 	1188.7 	1066.5 	1000.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,SI	0 	608.3 	637.9 	641.4 	631.4 	632.9 	629.9 	641.7 	579.0 	546.9 	529.8 	524.0 	456.3 	396.5 	366.8 	294.1 	266.0 	248.4 	211.1 	190.8 	183.4 	172.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,SK	0 	1275.8 	1252.1 	1243.0 	1290.2 	1310.7 	1340.3 	1341.9 	1282.1 	1190.6 	1100.3 	965.0 	888.9 	821.1 	768.5 	843.2 	767.9 	707.5 	604.0 	642.1 	586.2 	536.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MEUR,C083,UK	21854.4 	21390.5 	20476.2 	20511.2 	19946.6 	20345.9 	20654.2 	20233.6 	20884.1 	19860.7 	18852.2 	18768.6 	17315.1 	15833.1 	14744.1 	14401.9 	12335.1 	10314.9 	9056.4 	8202.6 	7411.2 	6992.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,AT	0 	2169.8 	2217.4 	2466.2 	2663.6 	2691.1 	2708.9 	2996.8 	3104.4 	3081.1 	3055.4 	3215.0 	2905.3 	2720.2 	2486.3 	2326.6 	2207.5 	1822.1 	1513.5 	1278.2 	1179.7 	1124.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,BE	0 	4535.6 	4646.5 	4591.6 	4461.6 	4038.0 	4071.8 	3919.3 	3759.1 	3712.4 	3571.6 	3626.0 	3572.9 	3496.0 	3154.0 	2820.4 	2391.0 	2125.4 	1808.6 	1622.1 	1505.4 	1489.6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,BG	0 	2594.4 	2498.5 	2388.6 	2454.5 	2281.8 	2238.8 	2172.0 	2044.7 	1505.1 	1128.0 	913.8 	859.1 	871.7 	826.7 	753.7 	770.2 	696.3 	616.2 	605.6 	602.2 	419.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,CY	0 	398.0 	387.4 	401.0 	412.8 	418.3 	402.4 	377.5 	379.2 	342.4 	328.6 	304.3 	304.3 	296.5 	230.0 	214.2 	190.6 	153.7 	118.0 	102.3 	90.5 	78.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,CZ	0 	72897.0 	71244.0 	64671.0 	56185.0 	56102.0 	55933.0 	56176.0 	52821.0 	50720.0 	48908.0 	44846.0 	47216.0 	46312.0 	40014.0 	33675.0 	27795.0 	25578.0 	25669.0 	27876.0 	29028.0 	26519.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,DE	0 	37485.4 	35931.9 	35072.0 	35161.5 	33214.8 	31965.0 	30932.5 	29976.8 	29548.5 	29644.3 	28544.8 	27371.6 	25827.7 	25156.5 	24891.2 	19616.9 	15531.8 	12981.0 	12172.3 	10443.0 	10350.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,DK	0 	21429.0 	17969.0 	15332.0 	16189.0 	14799.0 	14731.0 	13778.0 	14869.0 	13576.0 	11804.0 	11557.0 	11604.0 	10525.0 	8870.0 	8523.0 	7837.0 	7262.0 	6660.0 	6303.0 	5587.0 	5412.0 	5383.0 	4960.0 	4987.0 	4464.0 	4350.0 	4500.0 	4270.0 	4152.0 	4048.0 	3811.0 	3569.0 	3259.0 	3308.0 	3239.0 	3046.0 	2897.0 	2674.0 	2526.0 	2313.0 	2070.0 
CLV10_MNAC,C083,EE	0 	354.0 	353.3 	325.4 	286.8 	273.0 	264.5 	280.4 	297.8 	194.2 	175.7 	149.9 	134.1 	120.2 	105.5 	102.0 	81.6 	69.7 	68.3 	63.0 	60.2 	44.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,EL	0 	5864.5 	5955.5 	6271.6 	5500.4 	6150.2 	7207.2 	7420.4 	6245.5 	5650.8 	5492.4 	4221.8 	3780.9 	3737.7 	3908.1 	3314.0 	2704.4 	2354.9 	1610.0 	1407.3 	998.7 	852.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,ES	0 	16906.0 	16740.0 	16649.0 	16999.0 	17436.0 	17208.0 	16963.0 	16805.0 	15684.0 	14342.0 	13158.0 	11963.0 	10534.0 	10345.0 	9122.0 	7654.0 	6531.0 	5715.0 	4963.0 	4460.0 	3865.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,FI	0 	2244.0 	2192.0 	2189.0 	2108.0 	2180.0 	2084.0 	1909.0 	2025.0 	1904.0 	1931.0 	1807.0 	1838.0 	1611.0 	1558.0 	1505.0 	1361.0 	1187.0 	978.0 	797.0 	614.0 	488.0 	461.0 	457.0 	450.0 	436.0 	426.0 	391.0 	355.0 	317.0 	281.0 	260.0 	240.0 	230.0 	208.0 	192.0 	173.0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,FR	39191.0 	38764.0 	38435.0 	37696.0 	33964.0 	31329.0 	30484.0 	28782.0 	27533.0 	26223.0 	24713.0 	23072.0 	21746.0 	20630.0 	19194.0 	16506.0 	13925.0 	10820.0 	8634.0 	7461.0 	7138.0 	6770.0 	6505.0 	6252.0 	5977.0 	5726.0 	5430.0 	5049.0 	4708.0 	4456.0 	4164.0 	4056.0 	3866.0 	3653.0 	3355.0 	3066.0 	2618.0 	2233.0 	1844.0 	1599.0 	1298.0 	998.0 
CLV10_MNAC,C083,HU	0 	553870.1 	536355.7 	530037.7 	527777.9 	530720.5 	520315.0 	491079.0 	535670.9 	501176.1 	489903.9 	471845.7 	424993.1 	423099.2 	422665.4 	374370.2 	321405.8 	285962.6 	261040.8 	228769.7 	191653.4 	153859.1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,IS	18796.1 	18497.7 	18415.5 	17777.5 	17166.0 	15634.0 	17105.0 	18541.5 	20761.8 	18804.1 	16579.8 	16632.8 	16480.3 	15882.1 	14687.0 	12921.6 	11188.0 	8754.1 	4690.1 	2416.7 	2286.7 b	2187.2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,IT	0 	18018.3 	18721.6 	19336.8 	20131.6 	20734.4 	21329.6 	21246.7 	21550.7 	21586.6 	19718.2 	18972.4 	18493.3 	17891.5 	17072.1 	15773.2 	14127.5 	12591.0 	10811.0 	9823.2 	9074.7 	8193.4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,LT	0 	656.6 	631.0 	596.6 	526.4 	439.7 	422.0 	414.4 	330.4 	270.1 	225.4 	207.8 	200.7 	201.1 	189.9 	183.3 	159.7 	140.8 	141.5 	129.8 	68.8 	63.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,LU	0 	283.1 	261.7 	253.8 	256.4 	231.8 	219.6 	197.8 	175.0 	163.0 	152.6 	139.0 	125.8 	113.1 	100.8 	89.0 	77.5 	69.6 	57.6 	53.0 	50.0 	49.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,LV	0 	503.4 	491.9 	501.7 	421.5 	375.5 	366.1 	367.0 	380.7 	351.9 	280.8 	196.5 	169.2 	129.3 	90.4 	65.9 	56.6 	57.6 	41.9 	34.9 	52.5 	67.6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,MT	263.0 	243.4 	206.3 	186.8 	168.3 	154.7 	135.5 	120.4 	122.8 	123.3 	111.0 	109.6 	124.5 	139.3 	135.8 	132.0 	135.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,NL	0 	8328.0 	8248.0 	8038.0 	8018.0 	8176.0 	8378.0 	8770.0 	9299.0 	9461.0 	9306.0 	9086.0 	8743.0 	8757.0 	8514.0 	7753.0 	6399.0 	5191.0 	3822.0 	2917.0 	2460.0 	2236.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,NO	0 	0 	22578.3 	22863.5 	23935.7 	23502.9 	23378.0 	22538.2 	20141.5 	18772.3 	17974.2 	16914.5 	16113.2 	13188.6 	12034.6 	11818.6 	10449.4 	9122.6 	6568.8 	5278.1 	4986.7 	4318.2 	3529.5 	3292.2 	2640.2 	2860.2 	2437.6 	2751.0 	2529.5 	2007.9 	2042.4 	1721.1 	1553.0 	1417.9 	1238.0 	1184.6 	1077.8 	1056.6 	943.4 	878.2 	843.7 	768.3 
CLV10_MNAC,C083,L	0 	25584.0 	26456.0 	26678.0 	24791.0 	26187.0 	25405.9 	23896.6 	22880.8 	20916.6 	20120.7 	19759.4 	18025.6 	16992.3 	16106.5 	14852.3 	13137.0 	12140.9 	8676.2 	5886.5 	5372.8 	4984.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,T	0 	2949.1 	2860.6 	3095.2 	3355.6 	3473.8 	3391.7 	3261.7 	3293.5 	3124.8 	3016.9 	2911.7 	2857.8 	2662.5 	2586.1 	2381.9 	1905.8 	1666.2 	1505.8 	1379.5 	1255.4 	1219.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,RO	0 	15595.1 	14269.8 	13707.1 	13512.3 	11989.2 	15422.1 	6812.2 	4460.3 	4329.2 	3451.9 	3142.9 	2973.4 	3606.0 	3183.5 	2813.7 	2572.9 	2228.4 	2172.1 	3239.4 	3002.2 	2860.1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,RS	0 	99505.7 	96827.3 	95364.5 	92056.9 	92345.7 	86795.8 	84968.8 	83158.6 	73492.6 	56948.9 	48872.8 	43982.6 	36621.6 	29629.7 	26227.8 	26543.5 	18905.2 	21636.8 	20904.5 	19222.5 	18323.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,SE	0 	51078.0 	48665.0 	46947.0 	46168.0 	47576.0 	46750.0 	43336.0 	40366.0 	38779.0 	35929.0 	33872.0 	32279.0 	29879.0 	27387.0 	24536.0 	20610.0 	18083.0 	16674.0 	14480.0 	12799.0 	11337.0 	10172.0 	9545.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,SI	0 	608.3 	637.9 	641.4 	631.4 	632.9 	629.9 	641.7 	579.0 	546.9 	529.8 	524.0 	456.3 	396.5 	366.8 	294.1 	266.0 	248.4 	211.1 	190.8 	183.4 	172.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,SK	0 	1275.8 	1252.1 	1243.0 	1290.2 	1310.7 	1340.3 	1341.9 	1282.1 	1190.6 	1100.3 	965.0 	888.9 	821.1 	768.5 	843.2 	767.9 	707.5 	604.0 	642.1 	586.2 	536.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV10_MNAC,C083,UK	18747.6 	18349.6 	17565.3 	17595.3 	17111.0 	17453.6 	17718.0 	17357.2 	17915.2 	17037.3 	16172.2 	16100.4 	14853.6 	13582.3 	12648.1 	12354.5 	10581.5 	8848.5 	7768.9 	7036.5 	6357.7 	5998.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,AT	0 	80.1 	81.9 	91.0 	98.3 	99.3 	100.0 	110.6 	114.6 	113.7 	112.8 	118.7 	107.2 	100.4 	91.8 	85.9 	81.5 	67.3 	55.9 	47.2 	43.5 	41.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,BE	0 	111.4 	114.1 	112.8 	109.6 	99.2 	100.0 	96.3 	92.3 	91.2 	87.7 	89.1 	87.7 	85.9 	77.5 	69.3 	58.7 	52.2 	44.4 	39.8 	37.0 	36.6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,BG	0 	115.9 	111.6 	106.7 	109.6 	101.9 	100.0 	97.0 	91.3 	67.2 	50.4 	40.8 	38.4 	38.9 	36.9 	33.7 	34.4 	31.1 	27.5 	27.1 	26.9 	18.7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,CY	0 	98.9 	96.3 	99.6 	102.6 	104.0 	100.0 	93.8 	94.2 	85.1 	81.6 	75.6 	75.6 	73.7 	57.2 	53.2 	47.4 	38.2 	29.3 	25.4 	22.5 	19.4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,CZ	0 	130.3 	127.4 	115.6 	100.5 	100.3 	100.0 	100.4 	94.4 	90.7 	87.4 	80.2 	84.4 	82.8 	71.5 	60.2 	49.7 	45.7 	45.9 	49.8 	51.9 	47.4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,DE	0 	117.3 	112.4 	109.7 	110.0 	103.9 	100.0 	96.8 	93.8 	92.4 	92.7 	89.3 	85.6 	80.8 	78.7 	77.9 	61.4 	48.6 	40.6 	38.1 	32.7 	32.4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,DK	0 	145.5 	122.0 	104.1 	109.9 	100.5 	100.0 	93.5 	100.9 	92.2 	80.1 	78.5 	78.8 	71.4 	60.2 	57.9 	53.2 	49.3 	45.2 	42.8 	37.9 	36.7 	36.5 	33.7 	33.9 	30.3 	29.5 	30.5 	29.0 	28.2 	27.5 	25.9 	24.2 	22.1 	22.5 	22.0 	20.7 	19.7 	18.2 	17.1 	15.7 	14.1 
CLV_I10,C083,EE	0 	133.8 	133.6 	123.0 	108.4 	103.2 	100.0 	106.0 	112.6 	73.4 	66.4 	56.7 	50.7 	45.5 	39.9 	38.6 	30.8 	26.3 	25.8 	23.8 	22.8 	17.0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
CLV_I10,C083,EL	0 	81.4 	82.6 	87.0 	76.3 	85.3 	100.0 	103.0 	86.7 	78.4 	76.2 	58.6 	52.5 	51.9 	54.2 	46.0 	37.5 	32.7 	22.3 	19.5 	13.9 	11.8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
